"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",14,"AND","Andorra","47.4482",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",8,"AGO","Angola","18.5964",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",8,"AGO","Angola","17.351",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",8,"AGO","Angola","0.350067",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",25,"AZE","Azerbaijan","59.0569",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",25,"AZE","Azerbaijan","51.9109",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",25,"AZE","Azerbaijan","18.8342",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",16,"ARG","Argentina","18.9759",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",23,"AUS","Australia","128.457",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",23,"AUS","Australia","96.7288",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",23,"AUS","Australia","33.5486",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",24,"AUT","Austria","103.953",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",24,"AUT","Austria","73.6968",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",24,"AUT","Austria","28.515",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",28,"BHS","Bahamas","80.0625",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",28,"BHS","Bahamas","20.6785",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",35,"BHR","Bahrain","135.785",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",35,"BHR","Bahrain","104.43",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",35,"BHR","Bahrain","8.43442",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",34,"BGD","Bangladesh","40.7331",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",34,"BGD","Bangladesh","39.2953",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",34,"BGD","Bangladesh","4.92462",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",17,"ARM","Armenia","73.9795",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",17,"ARM","Armenia","67.443",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",17,"ARM","Armenia","11.9399",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",41,"BRB","Barbados","61.2028",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",41,"BRB","Barbados","46.2579",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",41,"BRB","Barbados","31.8263",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",30,"BEL","Belgium","76.0947",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",30,"BEL","Belgium","72.4128",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",30,"BEL","Belgium","39.4007",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",44,"BTN","Bhutan","100.923",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",44,"BTN","Bhutan","91.6887",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",44,"BTN","Bhutan","1.42177",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",39,"BOL","Bolivia (Plurinational State of)","78.789",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",39,"BOL","Bolivia (Plurinational State of)","78.2054",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",39,"BOL","Bolivia (Plurinational State of)","4.38026",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",275,"BIH","Bosnia and Herzegovina","54.3492",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",275,"BIH","Bosnia and Herzegovina","52.8488",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",275,"BIH","Bosnia and Herzegovina","21.1505",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",40,"BWA","Botswana","76.0745",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",40,"BWA","Botswana","29.2233",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",40,"BWA","Botswana","1.74169",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",27,"BRA","Brazil","89.5507",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",27,"BRA","Brazil","88.4041",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",27,"BRA","Brazil","15.1538",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",38,"BLZ","Belize","43.3242",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",38,"BLZ","Belize","6.48509",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",209,"SLB","Solomon Islands","16.1118",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",209,"SLB","Solomon Islands","0.209843",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",249,"VGB","British Virgin Islands","18.2907",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",249,"VGB","British Virgin Islands","13.6048",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",43,"BRN","Brunei Darussalam","127.381",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",43,"BRN","Brunei Darussalam","110.984",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",43,"BRN","Brunei Darussalam","11.2953",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",45,"BGR","Bulgaria","101.396",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",45,"BGR","Bulgaria","85.4467",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",45,"BGR","Bulgaria","27.1034",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",42,"MMR","Myanmar","95.2353",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",42,"MMR","Myanmar","94.0996",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",42,"MMR","Myanmar","0.246881",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",29,"BDI","Burundi","10.7848",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",29,"BDI","Burundi","0",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",29,"BDI","Burundi","0.0331803",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",37,"BLR","Belarus","86.0863",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",37,"BLR","Belarus","33.7712",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",48,"KHM","Cambodia","82.694",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",48,"KHM","Cambodia","82.694",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",48,"KHM","Cambodia","1.02123",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",55,"CMR","Cameroon","16.4065",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",55,"CMR","Cameroon","16.4065",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",55,"CMR","Cameroon","1.59561",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",47,"CAN","Canada","75.9431",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",47,"CAN","Canada","69.2233",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",47,"CAN","Canada","38.7334",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",59,"CPV","Cabo Verde","70.7846",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",59,"CPV","Cabo Verde","64.9223",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",59,"CPV","Cabo Verde","3.04958",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",46,"CAF","Central African Rep.","5.0887",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",46,"CAF","Central African Rep.","0.0124624",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",54,"LKA","Sri Lanka","62.0449",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",54,"LKA","Sri Lanka","60.5694",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",54,"LKA","Sri Lanka","6.93976",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",226,"TCD","Chad","3.78903",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",226,"TCD","Chad","0.00206728",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",49,"CHL","Chile","91.3434",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
12067,"i911MB_active","Data and voice mobile-broadband subscriptions","i271mw","per 100 people",49,"CHL","Chile","86.8782",2018,"","","Refers to subscriptions to mobile-broadband services that allow access to the open Internet via HTTP and in which data services are contracted together with voice services (mobile voice and data plans) or as an add-on package to a voice plan. These are typically smartphone based subscriptions with voice and data services used in the same terminal, divided by population and multiplied by 100"
19303,"i992b","Fixed-broadband subscriptions",,"per 100 people",49,"CHL","Chile","17.2067",2018,"","","Refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s divided by population and multiplied by 100"
12066,"i911mw","Active mobile-broadband subscriptions","i271mw","per 100 people",50,"CHN","China","94.0254",2018,"","","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet, divided by population and multiplied by 100"
