"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
10,"i841f","Annual foreign investment in telecommunications",,"LCU",218,"STP","Sao Tome and Principe","0",2018,"","Autoridade Geral de Regulação - AGER","Annual foreign investment in telecommunications refers to investment during the financial year in telecommunication services (including fixed, mobile and Internet services) coming from foreign sources, also referred to as foreign direct investment
(FDI)"
253,"i51","Full-time equivalent telecommunication employees ",,"count",218,"STP","Sao Tome and Principe","132",2018,"","Autoridade Geral de Regulação - AGER","Full-time equivalent telecommunication employees refers to the total number of persons, in full-time equivalent (FTE) units, employed by telecommunication operators in the country for the provision of telecommunication services, including fixed-telephone, mobile-cellular, Internet and data services"
254,"i51f","Full-time equivalent telecommunication employees ","i51","female",218,"STP","Sao Tome and Principe","42",2018,"","Autoridade Geral de Regulação - AGER","Full-time equivalent telecommunication employees refers to the total number of persons, in full-time equivalent (FTE) units, employed by telecommunication operators in the country for the provision of telecommunication services, including fixed-telephone, mobile-cellular, Internet and data services"
349,"i75$","Revenue from all telecommunication services",,"USD",218,"STP","Sao Tome and Principe","1.61637e+007",2018,"","","Revenue from all telecommunication services refers to revenue earned from retail fixedtelephone, mobile-cellular, Internet and data services offered by telecommunication operators (both network and virtual, including resellers) offering services within the country during the financial year under review. It includes retail revenues earned from the transmission of TV signals, but excludes revenues from TV content creation. "
372,"i81$","Annual investment in telecommunication services",,"USD",218,"STP","Sao Tome and Principe","2.1106e+006",2018,"","","Annual investment in telecommunication services refers to the investment during the financial year made by entities providing telecommunication networks and/or services (including fixed, mobile and Internet services, as well as the transmission of TV signals) for acquiring or upgrading fixed assets (usually referred to as CAPEX), less disinvestment owing to disposals of fixed assets"
400,"i952","Revenue from all telecommunication services","i75$","per employee",218,"STP","Sao Tome and Principe","122452",2018,"","","Refers to revenues from all telecommunication services divided by employees"
406,"i96","Annual investment in telecommunication services","i81$","As % of revenues",218,"STP","Sao Tome and Principe","13.0577",2018,"","","Refers to annual investment divided by telecommunication revenues"
253,"i51","Full-time equivalent telecommunication employees ",,"count",244,"USA","United States","737000",2018,"Source: United States Bureau of Labor Statistics, CES Series ID: CEU5051700001.","Federal Communications Commission","Full-time equivalent telecommunication employees refers to the total number of persons, in full-time equivalent (FTE) units, employed by telecommunication operators in the country for the provision of telecommunication services, including fixed-telephone, mobile-cellular, Internet and data services"
349,"i75$","Revenue from all telecommunication services",,"USD",244,"USA","United States","6.33729e+011",2018,"","","Revenue from all telecommunication services refers to revenue earned from retail fixedtelephone, mobile-cellular, Internet and data services offered by telecommunication operators (both network and virtual, including resellers) offering services within the country during the financial year under review. It includes retail revenues earned from the transmission of TV signals, but excludes revenues from TV content creation. "
372,"i81$","Annual investment in telecommunication services",,"USD",244,"USA","United States","9.5034e+010",2018,"","","Annual investment in telecommunication services refers to the investment during the financial year made by entities providing telecommunication networks and/or services (including fixed, mobile and Internet services, as well as the transmission of TV signals) for acquiring or upgrading fixed assets (usually referred to as CAPEX), less disinvestment owing to disposals of fixed assets"
400,"i952","Revenue from all telecommunication services","i75$","per employee",244,"USA","United States","859877",2018,"","","Refers to revenues from all telecommunication services divided by employees"
406,"i96","Annual investment in telecommunication services","i81$","As % of revenues",244,"USA","United States","14.996",2018,"","","Refers to annual investment divided by telecommunication revenues"
10,"i841f","Annual foreign investment in telecommunications",,"LCU",321,"SSD","South Sudan","4.2933e+007",2018,"Aggregate: Zain + MTN","National Communication Authority, NCA","Annual foreign investment in telecommunications refers to investment during the financial year in telecommunication services (including fixed, mobile and Internet services) coming from foreign sources, also referred to as foreign direct investment
(FDI)"
