"","cluster","above","basic","X5G","fixed","home_internet","internet_use","mobile","investments","revenue","price_big","price_small","gov_policies","traffic"
"1",1,64.6515799404762,14.1847555833333,85.18,31.9190595238095,94.2049297619048,93.4383928571429,157.609666666667,0.268409987806732,1.57205902257236,0.359431651298944,0.277743928640544,3.78571428571429,5.73041326211129
"2",2,40.02056575,21.0258239583333,14.1136666666667,24.3095243333333,85.9602616666667,83.5886966666667,100.637366666667,0.263299566568472,1.51129958888238,0.857733380794497,0.68168493788454,4.1,0.565245718043597
"3",3,55.6430533245614,18.3678074298246,82.0801851851852,35.6093175438596,92.0740877192982,90.0297728070176,105.260864912281,0.353527569794612,1.4639932662571,0.456683837707249,0.410866898451726,3.36842105263158,0.897619131979316
"4",4,27.64635875,18.145940625,20.025,10.444225,79.3716375,87.7072458333333,57.5551833333333,0.432110889215584,2.80749232048246,6.37409285269515,4.55003513779685,2,1.58970321165105
