STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,1.7078465982028242E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Uzbekistan,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,2.6800697269029635E8,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vanuatu,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,9.797284246151306E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Venezuela, RB",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,2.868365900677522E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,4.2712E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,7.639325295882872E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,3.404284890530603E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,1999,6.8615E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,2.8704198455203613E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,1.4270016161007877E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,7.634000039170677E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,2.5625542926445576E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,4.294127095715228E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,3.378295866754264E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2000,8.412453304524129E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2016,2.0958412538309345E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2016,2.0559249999999996E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,9.780764658664519E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,6.940513459372332E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,2.6113237205200034E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,5.9690101434348785E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,1.4675017842488496E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,1.1320553240043816E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,2.4656162308335195E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,1.5115625540264842E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,1.5097056837158234E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,1.2841960349280754E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,2.179148706928169E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,2.5873601260835304E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2017,5.103565737051794E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.0209557782981672E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,7.778403230233105E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,2.920829737234665E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,6.125208121986725E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.65638342220266E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.1478917653356455E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,2.6853593303707324E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.6902110052652254E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.688131678967438E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (IDA & IBRD),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EMU,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,1.3871778197583691E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Euro area,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,2.3342642668393246E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,1.0601465956521387E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VIR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,4.201E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Virgin Islands (U.S.),GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,8.0857E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,West Bank and Gaza,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,YEM,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,2.513027821255747E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Yemen, Rep.",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,1.5328342303957512E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2009,9.67075E9,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,8.638221146063319E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,6.057943234335052E11,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ARB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,2.1613975462029387E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Arab World,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,5.304762632202726E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CEB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,1.319443729249661E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Central Europe and the Baltics,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,8.719722451021037E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Early-demographic dividend,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAS,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2010,1.72393172208221E13,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,2.631150727367354E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZWE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2018,3.4141666666666668E10,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zimbabwe,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2019,1.0187147959123477E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,2019,1.026996211935796E12,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
