Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Somalia, Fed. Rep.",SOM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Somalia, Fed. Rep.",SOM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.39155824,..,..,..,94.13186413,..,..,89.3183055759572
South Sudan,SSD,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,21.6945094,..,..,..,13.15904554,..,..,..
Spain,ESP,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.96346876,..,..,97.2003626886195
Sri Lanka,LKA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sri Lanka,LKA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,92.12566048,..,..,..,92.50807206,..,..,92.8210631944044
St. Kitts and Nevis,KNA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4981767142945
Sweden,SWE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,99.5254270140928
Switzerland,CHE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.263271756633
Switzerland,CHE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.95190569,..,..,92.7175604235788
Syrian Arab Republic,SYR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Taiwan, China",TWN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Taiwan, China",TWN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.79071757,..,..,..
Tajikistan,TJK,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.62551803,..,..,88.4760672315318
Tanzania,TZA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.25101703,..,..,61.8243227308145
Thailand,THA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.0773109161786
Thailand,THA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.48725763,..,..,..,98.89574057,..,..,97.777209899775
Timor-Leste,TLS,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,39.59084465,..,..,..,40.31818956,..,..,61.9705568584688
Tonga,TON,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.92898497,..,..,..,..,..,..,..
Tunisia,TUN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,96.4502963,..,..,..,98.80637536,..,..,99.8753749612597
Turkiye,TUR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.8349565333242
Turkiye,TUR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,96.67961916,..,..,..,96.17103557,..,..,99.9524261719035
Turkmenistan,TKM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,98.42809154,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.44112376127796
Uganda,UGA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,81.3790374,..,..,..,72.50915527,..,..,66.9448785528024
Ukraine,UKR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.4314618263316
Ukraine,UKR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,97.29908132,..,..,..,98.96324405,..,..,100
United Arab Emirates,ARE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.75341536,..,..,..
United Kingdom,GBR,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.6381678542708
United States,USA,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.6971111285727
United States,USA,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.7974695668724
Uruguay,URY,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,99.74627967,..,..,..,100,..,..,..
Uzbekistan,UZB,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.3662294136002
Uzbekistan,UZB,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.498324,..,..,..,92.31661332,..,..,95.8590911388827
Vanuatu,VUT,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,98.32943701,..,..,..,98.84323666,..,..,98.3473839035133
Viet Nam,VNM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.4722363158902
Viet Nam,VNM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,94.0890681,..,..,..,96.95329144,..,..,99.3253637947611
West Bank and Gaza,PSE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.0885868,..,..,..
"Yemen, Rep.",YEM,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,48.91619876,..,..,..,..,..,..,..
Zambia,ZMB,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,89.01448535,..,..,..,93.8954036,..,..,87.7747889529239
Zimbabwe,ZWE,"Have online digital ID, total (% of population ages 15+)",has_eid,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"ID ownership, total (% of population ages 15+)",ID.OWN.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,86.24807051,..,..,..,85.49891581,..,..,91.2423574973296
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data from database: Identification for Development (ID4D) Data,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/22/2026,,,,,,,,,,,,,,,,,,,,,,
