"","Indicator","Value","entity"
"11436","Sub17_Meritocracy",NA,"Mali"
"11437","I809_reliance_on_management",3.3,"Mali"
"11438","I810_pay_productivity",3.2,"Mali"
"11439","I811_gender_pay_gap",0.27,"Mali"
"11440","I812_labour_tax",34.3,"Mali"
"11441","P9_financial_system",NA,"Mali"
"11442","Sub18_Depth",NA,"Mali"
"11443","I901_credit_to_private_sector",26.2,"Mali"
"11444","I902_financing_SME",3.3,"Mali"
"11445","I903_venture_capital",2.7,"Mali"
"11446","I904_market_capitalization",5.7,"Mali"
"11447","I905_insurance_premium",0.6,"Mali"
"11448","Sub19_Stability",NA,"Mali"
"11449","I906_banks_soundness",3.7,"Mali"
"11450","I907_non_performing_loans",17.5,"Mali"
"11451","I908_credit_gap",1.9,"Mali"
"11452","I909_regulatory_capital",15.2,"Mali"
"11453","P10_market_size",NA,"Mali"
"11454","I1001_GDP_PPP",39,"Mali"
"11455","I1002_imports",38,"Mali"
"11456","P11_dynamism",NA,"Mali"
"11457","Sub20_Administrative_Requirements",NA,"Mali"
"11458","I1101_starting_business_cost",56.8,"Mali"
"11459","I1102_starting_business_time",11,"Mali"
"11460","I1103_insolvency_recovery_rate",28.5,"Mali"
"11461","I1104_insolvency_regulations",9,"Mali"
"11462","Sub21_Entrepreneurial_Culture",NA,"Mali"
"11463","I1105_risk_attitudes",3.5,"Mali"
"11464","I1106_delegating_authority",3.6,"Mali"
"11465","I1107_innovating_companies",3.6,"Mali"
"11466","I1108_disruptive_ideas",3.3,"Mali"
"11467","P12_innovation",NA,"Mali"
"11468","Sub22_Diversity",NA,"Mali"
"11469","I1201_workforce_diversity",4,"Mali"
"11470","I1202_cluster_development",3.7,"Mali"
"11471","I1203_international_inventions",0.01,"Mali"
"11472","I1204_stakeholder_collaboration",3.6,"Mali"
"11473","Sub23_Research_Development",NA,"Mali"
"11474","I1205_scientific_publications",88,"Mali"
"11475","I1206_patents",0.01,"Mali"
"11476","I1207_RnD_expenditures",0.3,"Mali"
"11477","I1208_research_institutions",0,"Mali"
"11478","Sub24_Commercialization",NA,"Mali"
"11479","I1209_buyer_sophistication",2.4,"Mali"
"11480","I1210_trademarks",113,"Mali"
"11481","P1_institutions",NA,"Malta"
"11482","Sub1_Security",NA,"Malta"
"11483","I101_organized_crime",5.4,"Malta"
"11484","I102_homicide",0.9,"Malta"
"11485","I103_terrorism",99.9,"Malta"
"11486","I104_police",4.2,"Malta"
"11487","Sub2_Social_Capital",NA,"Malta"
"11488","Sub2_Social_Capital",63.9,"Malta"
"11489","Sub3_Checks_Balances",NA,"Malta"
"11490","I106_transparency",NA,"Malta"
"11491","I107_judicial_independence",4,"Malta"
"11492","I108_challenging_regulations",3.7,"Malta"
"11493","I09_press_freedom",29.7,"Malta"
"11494","Sub4_Public_Sector",NA,"Malta"
"11495","I110_gov_burden",3.9,"Malta"
"11496","I111_settling_disputes",3.6,"Malta"
"11497","I112_e_participation",0.85,"Malta"
"11498","Sub5_Transparency",NA,"Malta"
"11499","I113_corruption",54,"Malta"
"11500","I114_property_rights",NA,"Malta"
"11501","I114_property_rights",5.1,"Malta"
"11502","I115_intellectual_property_protection",4.7,"Malta"
"11503","I116_land_administration",12.5,"Malta"
"11504","Sub6_Corporate_Governance",NA,"Malta"
"11505","I117_auditing_accounting_standards",5.5,"Malta"
"11506","I118_interest_conflict_regulation",5.7,"Malta"
"11507","I119_shareholder_governance",6.7,"Malta"
"11508","Sub7_Government_Orientation",NA,"Malta"
"11509","I120_policy_stability",4.7,"Malta"
"11510","I121_response_to_change",4.9,"Malta"
"11511","I122_digital_business_laws",4.5,"Malta"
"11512","I123_gov_long_term_vision",4.5,"Malta"
"11513","I124_energy_regulations",NA,"Malta"
"11514","I125_renewable_energy",NA,"Malta"
"11515","I126_environment_treaties",26,"Malta"
"11516","P2_infrastructure",NA,"Malta"
"11517","Sub8_Transport_Infrastructure",NA,"Malta"
"11518","I201_road_connectivity",58.5,"Malta"
"11519","I202_quality_of_roads",3.3,"Malta"
"11520","I203_railroad_density",NA,"Malta"
"11521","I204_train_efficiency",NA,"Malta"
"11522","I205_airport_connectivity",23551.5,"Malta"
"11523","I206_air_transport_efficiency",5.5,"Malta"
"11524","I207_shipping_connectivity",52,"Malta"
"11525","I208_seaport_efficiency",5.1,"Malta"
"11526","Sub9_Utility_Infrastructure",NA,"Malta"
"11527","I209_electricity_access",100,"Malta"
"11528","I210_electricity_supply",9.1,"Malta"
"11529","I211_unsafe_drinking_water",0.3,"Malta"
"11530","I212_water_supply",5.9,"Malta"
"11531","P3_ICT_adoption",NA,"Malta"
"11532","I301_cellular_subscription",NA,"Malta"
"11533","I302_mobile_broadband",NA,"Malta"
"11534","I303_fixed_broadband",NA,"Malta"
"11535","I304_fibre_internet",NA,"Malta"
"11536","I305_internet_users",NA,"Malta"
"11537","P4_macro_stability",NA,"Malta"
"11538","I401_inflation",NA,"Malta"
"11539","I402_debt_dynamic",NA,"Malta"
"11540","P5_health",NA,"Malta"
"11541","I501_healthy_life_expectancy",NA,"Malta"
"11542","P6_skills",NA,"Malta"
"11543","Sub10_Workforce",NA,"Malta"
"11544","I601_years_of_schooling",NA,"Malta"
"11545","Sub11_Workforce_Skills",NA,"Malta"
"11546","I602_staff_training",NA,"Malta"
"11547","I603_vocational_training",NA,"Malta"
"11548","I604_graduates_skillset",NA,"Malta"
"11549","I605_digital_skills",NA,"Malta"
"11550","I606_skilled_employees",NA,"Malta"
"11551","Sub12_Future_Workforce",NA,"Malta"
"11552","I501_healthy_life_expectancy",NA,"Malta"
"11553","Sub13_Future_Workforce_Skills",NA,"Malta"
"11554","I608_critical_thinking",NA,"Malta"
"11555","I609_pupil_teacher_ratio",NA,"Malta"
"11556","P7_product_market",NA,"Malta"
"11557","Sub14_Domestic_Competition",NA,"Malta"
"11558","I701_distortive_taxes",NA,"Malta"
"11559","I702_market_dominance",NA,"Malta"
"11560","I703_competition_services",NA,"Malta"
"11561","Sub15_Trade_Openess",NA,"Malta"
"11562","I704_non_tariff_barriers",NA,"Malta"
"11563","I705_trade_tariffs",NA,"Malta"
"11564","I706_tariffs_complexity",NA,"Malta"
"11565","I707_border_clearance",NA,"Malta"
"11566","P8_labour_market",NA,"Malta"
"11567","Sub16_Flexibility",NA,"Malta"
"11568","I801_redundancy_costs",NA,"Malta"
"11569","I802_hiring_firing_practices",NA,"Malta"
"11570","I803_labour_employer_relations",NA,"Malta"
"11571","I804_wage_flexibility",NA,"Malta"
"11572","I805_labour_market_policies",NA,"Malta"
"11573","I806_workers_rights",NA,"Malta"
"11574","I807_foreign_labour_hiring",NA,"Malta"
"11575","I808_internal_labour_mobility",NA,"Malta"
"11576","Sub17_Meritocracy",NA,"Malta"
"11577","I809_reliance_on_management",NA,"Malta"
"11578","I810_pay_productivity",NA,"Malta"
"11579","I811_gender_pay_gap",NA,"Malta"
"11580","I812_labour_tax",NA,"Malta"
"11581","P9_financial_system",NA,"Malta"
"11582","Sub18_Depth",NA,"Malta"
"11583","I901_credit_to_private_sector",84.6,"Malta"
"11584","I902_financing_SME",4,"Malta"
"11585","I903_venture_capital",3,"Malta"
"11586","I904_market_capitalization",40.8,"Malta"
"11587","I905_insurance_premium",4.3,"Malta"
"11588","Sub19_Stability",NA,"Malta"
"11589","I906_banks_soundness",5.4,"Malta"
"11590","I907_non_performing_loans",4.1,"Malta"
"11591","I908_credit_gap",-11.4,"Malta"
"11592","I909_regulatory_capital",16.1,"Malta"
"11593","P10_market_size",NA,"Malta"
"11594","I1001_GDP_PPP",19,"Malta"
"11595","I1002_imports",117,"Malta"
"11596","P11_dynamism",NA,"Malta"
"11597","Sub20_Administrative_Requirements",NA,"Malta"
"11598","I1101_starting_business_cost",7.1,"Malta"
"11599","I1102_starting_business_time",16,"Malta"
"11600","I1103_insolvency_recovery_rate",38.8,"Malta"
"11601","I1104_insolvency_regulations",5.5,"Malta"
"11602","Sub21_Entrepreneurial_Culture",NA,"Malta"
"11603","I1105_risk_attitudes",4.5,"Malta"
"11604","I1106_delegating_authority",4.6,"Malta"
"11605","I1107_innovating_companies",4.3,"Malta"
"11606","I1108_disruptive_ideas",3.7,"Malta"
"11607","P12_innovation",NA,"Malta"
"11608","Sub22_Diversity",NA,"Malta"
"11609","I1201_workforce_diversity",4.8,"Malta"
"11610","I1202_cluster_development",4.2,"Malta"
"11611","I1203_international_inventions",3.22,"Malta"
"11612","I1204_stakeholder_collaboration",3.8,"Malta"
"11613","Sub23_Research_Development",NA,"Malta"
"11614","I1205_scientific_publications",104,"Malta"
"11615","I1206_patents",25.96,"Malta"
"11616","I1207_RnD_expenditures",0.6,"Malta"
"11617","I1208_research_institutions",0,"Malta"
"11618","Sub24_Commercialization",NA,"Malta"
"11619","I1209_buyer_sophistication",3.9,"Malta"
"11620","I1210_trademarks",33702.96,"Malta"
"11621","P1_institutions",NA,"Mauritania"
"11622","Sub1_Security",NA,"Mauritania"
"11623","I101_organized_crime",5.2,"Mauritania"
"11624","I102_homicide",10.2,"Mauritania"
"11625","I103_terrorism",100,"Mauritania"
"11626","I104_police",4.7,"Mauritania"
"11627","Sub2_Social_Capital",NA,"Mauritania"
"11628","Sub2_Social_Capital",41.9,"Mauritania"
"11629","Sub3_Checks_Balances",NA,"Mauritania"
"11630","I106_transparency",NA,"Mauritania"
"11631","I107_judicial_independence",2.1,"Mauritania"
"11632","I108_challenging_regulations",2.1,"Mauritania"
"11633","I09_press_freedom",31.6,"Mauritania"
"11634","Sub4_Public_Sector",NA,"Mauritania"
"11635","I110_gov_burden",2.5,"Mauritania"
"11636","I111_settling_disputes",2.2,"Mauritania"
"11637","I112_e_participation",0.18,"Mauritania"
"11638","Sub5_Transparency",NA,"Mauritania"
"11639","I113_corruption",27,"Mauritania"
"11640","I114_property_rights",NA,"Mauritania"
"11641","I114_property_rights",2.2,"Mauritania"
"11642","I115_intellectual_property_protection",3.4,"Mauritania"
"11643","I116_land_administration",7,"Mauritania"
"11644","Sub6_Corporate_Governance",NA,"Mauritania"
"11645","I117_auditing_accounting_standards",2.2,"Mauritania"
"11646","I118_interest_conflict_regulation",5.3,"Mauritania"
"11647","I119_shareholder_governance",4.7,"Mauritania"
"11648","Sub7_Government_Orientation",NA,"Mauritania"
"11649","I120_policy_stability",2.1,"Mauritania"
"11650","I121_response_to_change",2,"Mauritania"
"11651","I122_digital_business_laws",2.2,"Mauritania"
"11652","I123_gov_long_term_vision",2.1,"Mauritania"
"11653","I124_energy_regulations",10.7,"Mauritania"
"11654","I125_renewable_energy",17.7,"Mauritania"
"11655","I126_environment_treaties",23,"Mauritania"
"11656","P2_infrastructure",NA,"Mauritania"
"11657","Sub8_Transport_Infrastructure",NA,"Mauritania"
"11658","I201_road_connectivity",65.7,"Mauritania"
"11659","I202_quality_of_roads",2,"Mauritania"
"11660","I203_railroad_density",0.7,"Mauritania"
"11661","I204_train_efficiency",2.1,"Mauritania"
"11662","I205_airport_connectivity",999.5,"Mauritania"
"11663","I206_air_transport_efficiency",2.3,"Mauritania"
"11664","I207_shipping_connectivity",11.1,"Mauritania"
"11665","I208_seaport_efficiency",2.3,"Mauritania"
"11666","Sub9_Utility_Infrastructure",NA,"Mauritania"
"11667","I209_electricity_access",30.1,"Mauritania"
"11668","I210_electricity_supply",NA,"Mauritania"
"11669","I211_unsafe_drinking_water",64,"Mauritania"
"11670","I212_water_supply",2.5,"Mauritania"
"11671","P3_ICT_adoption",NA,"Mauritania"
"11672","I301_cellular_subscription",103.7,"Mauritania"
"11673","I302_mobile_broadband",49.7,"Mauritania"
"11674","I303_fixed_broadband",0.3,"Mauritania"
"11675","I304_fibre_internet",NA,"Mauritania"
"11676","I305_internet_users",20.8,"Mauritania"
"11677","P4_macro_stability",NA,"Mauritania"
"11678","I401_inflation",2.7,"Mauritania"
"11679","I402_debt_dynamic",40,"Mauritania"
"11680","P5_health",NA,"Mauritania"
"11681","I501_healthy_life_expectancy",60.9,"Mauritania"
"11682","P6_skills",NA,"Mauritania"
"11683","Sub10_Workforce",NA,"Mauritania"
"11684","I601_years_of_schooling",3.8,"Mauritania"
"11685","Sub11_Workforce_Skills",NA,"Mauritania"
"11686","I602_staff_training",2.4,"Mauritania"
"11687","I603_vocational_training",3.5,"Mauritania"
"11688","I604_graduates_skillset",2.9,"Mauritania"
"11689","I605_digital_skills",3.9,"Mauritania"
"11690","I606_skilled_employees",3.7,"Mauritania"
"11691","Sub12_Future_Workforce",NA,"Mauritania"
"11692","I501_healthy_life_expectancy",8.5,"Mauritania"
"11693","Sub13_Future_Workforce_Skills",NA,"Mauritania"
"11694","I608_critical_thinking",2.4,"Mauritania"
"11695","I609_pupil_teacher_ratio",36.4,"Mauritania"
"11696","P7_product_market",NA,"Mauritania"
"11697","Sub14_Domestic_Competition",NA,"Mauritania"
"11698","I701_distortive_taxes",2.3,"Mauritania"
"11699","I702_market_dominance",2.2,"Mauritania"
"11700","I703_competition_services",3.4,"Mauritania"
"11701","Sub15_Trade_Openess",NA,"Mauritania"
"11702","I704_non_tariff_barriers",3,"Mauritania"
"11703","I705_trade_tariffs",10.89,"Mauritania"
"11704","I706_tariffs_complexity",6.7,"Mauritania"
"11705","I707_border_clearance",2.2,"Mauritania"
"11706","P8_labour_market",NA,"Mauritania"
"11707","Sub16_Flexibility",NA,"Mauritania"
"11708","I801_redundancy_costs",10.4,"Mauritania"
"11709","I802_hiring_firing_practices",3.1,"Mauritania"
"11710","I803_labour_employer_relations",4.2,"Mauritania"
"11711","I804_wage_flexibility",4.6,"Mauritania"
"11712","I805_labour_market_policies",2.2,"Mauritania"
"11713","I806_workers_rights",67,"Mauritania"
"11714","I807_foreign_labour_hiring",3.6,"Mauritania"
"11715","I808_internal_labour_mobility",2.5,"Mauritania"
"11716","Sub17_Meritocracy",NA,"Mauritania"
"11717","I809_reliance_on_management",2.2,"Mauritania"
"11718","I810_pay_productivity",2.7,"Mauritania"
"11719","I811_gender_pay_gap",0.27,"Mauritania"
"11720","I812_labour_tax",10.3,"Mauritania"
"11721","P9_financial_system",NA,"Mauritania"
"11722","Sub18_Depth",NA,"Mauritania"
"11723","I901_credit_to_private_sector",2.8,"Mauritania"
"11724","I902_financing_SME",2.3,"Mauritania"
"11725","I903_venture_capital",2.1,"Mauritania"
"11726","I904_market_capitalization",0,"Mauritania"
"11727","I905_insurance_premium",NA,"Mauritania"
"11728","Sub19_Stability",NA,"Mauritania"
"11729","I906_banks_soundness",2.2,"Mauritania"
"11730","I907_non_performing_loans",22.4,"Mauritania"
"11731","I908_credit_gap",3.3,"Mauritania"
"11732","I909_regulatory_capital",25.6,"Mauritania"
"11733","P10_market_size",NA,"Mauritania"
"11734","I1001_GDP_PPP",16,"Mauritania"
"11735","I1002_imports",66.6,"Mauritania"
"11736","P11_dynamism",NA,"Mauritania"
"11737","Sub20_Administrative_Requirements",NA,"Mauritania"
"11738","I1101_starting_business_cost",16.2,"Mauritania"
"11739","I1102_starting_business_time",6,"Mauritania"
"11740","I1103_insolvency_recovery_rate",0,"Mauritania"
"11741","I1104_insolvency_regulations",0,"Mauritania"
"11742","Sub21_Entrepreneurial_Culture",NA,"Mauritania"
"11743","I1105_risk_attitudes",2.4,"Mauritania"
"11744","I1106_delegating_authority",2.7,"Mauritania"
"11745","I1107_innovating_companies",2.9,"Mauritania"
"11746","I1108_disruptive_ideas",3.5,"Mauritania"
"11747","P12_innovation",NA,"Mauritania"
"11748","Sub22_Diversity",NA,"Mauritania"
"11749","I1201_workforce_diversity",3.9,"Mauritania"
"11750","I1202_cluster_development",3.6,"Mauritania"
"11751","I1203_international_inventions",0.01,"Mauritania"
"11752","I1204_stakeholder_collaboration",2.8,"Mauritania"
"11753","Sub23_Research_Development",NA,"Mauritania"
"11754","I1205_scientific_publications",39.3,"Mauritania"
"11755","I1206_patents",0.01,"Mauritania"
"11756","I1207_RnD_expenditures",NA,"Mauritania"
"11757","I1208_research_institutions",0,"Mauritania"
"11758","Sub24_Commercialization",NA,"Mauritania"
"11759","I1209_buyer_sophistication",2.2,"Mauritania"
"11760","I1210_trademarks",151.98,"Mauritania"
"11761","P1_institutions",NA,"Mauritius"
"11762","Sub1_Security",NA,"Mauritius"
"11763","I101_organized_crime",5.5,"Mauritius"
"11764","I102_homicide",1.8,"Mauritius"
"11765","I103_terrorism",100,"Mauritius"
"11766","I104_police",4.7,"Mauritius"
"11767","Sub2_Social_Capital",NA,"Mauritius"
"11768","Sub2_Social_Capital",59.6,"Mauritius"
"11769","Sub3_Checks_Balances",NA,"Mauritius"
"11770","I106_transparency",NA,"Mauritius"
"11771","I107_judicial_independence",5.2,"Mauritius"
"11772","I108_challenging_regulations",4.1,"Mauritius"
"11773","I09_press_freedom",28.5,"Mauritius"
"11774","Sub4_Public_Sector",NA,"Mauritius"
"11775","I110_gov_burden",4,"Mauritius"
"11776","I111_settling_disputes",4.5,"Mauritius"
"11777","I112_e_participation",0.69,"Mauritius"
"11778","Sub5_Transparency",NA,"Mauritius"
"11779","I113_corruption",51,"Mauritius"
"11780","I114_property_rights",NA,"Mauritius"
"11781","I114_property_rights",5.3,"Mauritius"
"11782","I115_intellectual_property_protection",4.5,"Mauritius"
"11783","I116_land_administration",18,"Mauritius"
"11784","Sub6_Corporate_Governance",NA,"Mauritius"
"11785","I117_auditing_accounting_standards",5.4,"Mauritius"
"11786","I118_interest_conflict_regulation",8,"Mauritius"
"11787","I119_shareholder_governance",7,"Mauritius"
"11788","Sub7_Government_Orientation",NA,"Mauritius"
"11789","I120_policy_stability",5.1,"Mauritius"
"11790","I121_response_to_change",3.9,"Mauritius"
"11791","I122_digital_business_laws",3.7,"Mauritius"
"11792","I123_gov_long_term_vision",4.2,"Mauritius"
"11793","I124_energy_regulations",NA,"Mauritius"
"11794","I125_renewable_energy",NA,"Mauritius"
"11795","I126_environment_treaties",24,"Mauritius"
"11796","P2_infrastructure",NA,"Mauritius"
"11797","Sub8_Transport_Infrastructure",NA,"Mauritius"
"11798","I201_road_connectivity",36.3,"Mauritius"
"11799","I202_quality_of_roads",4.7,"Mauritius"
"11800","I203_railroad_density",NA,"Mauritius"
"11801","I204_train_efficiency",NA,"Mauritius"
"11802","I205_airport_connectivity",16860.2,"Mauritius"
"11803","I206_air_transport_efficiency",5,"Mauritius"
"11804","I207_shipping_connectivity",34.5,"Mauritius"
"11805","I208_seaport_efficiency",4.5,"Mauritius"
"11806","Sub9_Utility_Infrastructure",NA,"Mauritius"
"11807","I209_electricity_access",100,"Mauritius"
"11808","I210_electricity_supply",5.7,"Mauritius"
"11809","I211_unsafe_drinking_water",2.3,"Mauritius"
"11810","I212_water_supply",4.3,"Mauritius"
"11811","P3_ICT_adoption",NA,"Mauritius"
"11812","I301_cellular_subscription",151.4,"Mauritius"
"11813","I302_mobile_broadband",65.3,"Mauritius"
"11814","I303_fixed_broadband",21.6,"Mauritius"
"11815","I304_fibre_internet",15.4,"Mauritius"
"11816","I305_internet_users",58.6,"Mauritius"
"11817","P4_macro_stability",NA,"Mauritius"
"11818","I401_inflation",3.5,"Mauritius"
"11819","I402_debt_dynamic",78.9,"Mauritius"
"11820","P5_health",NA,"Mauritius"
"11821","I501_healthy_life_expectancy",64.8,"Mauritius"
"11822","P6_skills",NA,"Mauritius"
"11823","Sub10_Workforce",NA,"Mauritius"
"11824","I601_years_of_schooling",6.8,"Mauritius"
"11825","Sub11_Workforce_Skills",NA,"Mauritius"
"11826","I602_staff_training",4.4,"Mauritius"
"11827","I603_vocational_training",4.3,"Mauritius"
"11828","I604_graduates_skillset",4.1,"Mauritius"
"11829","I605_digital_skills",4.3,"Mauritius"
"11830","I606_skilled_employees",4,"Mauritius"
"11831","Sub12_Future_Workforce",NA,"Mauritius"
"11832","I501_healthy_life_expectancy",15,"Mauritius"
"11833","Sub13_Future_Workforce_Skills",NA,"Mauritius"
"11834","I608_critical_thinking",3.4,"Mauritius"
"11835","I609_pupil_teacher_ratio",17.9,"Mauritius"
"11836","P7_product_market",NA,"Mauritius"
"11837","Sub14_Domestic_Competition",NA,"Mauritius"
"11838","I701_distortive_taxes",5,"Mauritius"
"11839","I702_market_dominance",3.3,"Mauritius"
"11840","I703_competition_services",4.9,"Mauritius"
"11841","Sub15_Trade_Openess",NA,"Mauritius"
"11842","I704_non_tariff_barriers",4.9,"Mauritius"
"11843","I705_trade_tariffs",0.57,"Mauritius"
"11844","I706_tariffs_complexity",6.2,"Mauritius"
"11845","I707_border_clearance",2.7,"Mauritius"
"11846","P8_labour_market",NA,"Mauritius"
"11847","Sub16_Flexibility",NA,"Mauritius"
"11848","I801_redundancy_costs",73.6,"Mauritius"
