indicatorId,geoUnit,year,type,subtype,value
FOSGP.5T8.F500600700,CUB,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,CUB,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,CUB,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,CYM,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYM,2006,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,CYM,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYM,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,CYM,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYM,2008,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,CYP,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CYP,2024,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CYP,2024,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,CZE,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,CZE,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DEU,2024,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DEU,2024,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DJI,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DJI,2009,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,DNK,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2019,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2019,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DNK,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DNK,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,DOM,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2017,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DOM,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DZA,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,DZA,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,DZA,2009,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,DZA,2010,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2011,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2021,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,DZA,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ECU,2007,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ECU,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ECU,2008,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ECU,2014,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2015,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2016,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2018,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2019,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2020,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2022,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,ECU,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,EGY,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EGY,2016,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,EGY,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EGY,2022,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,EGY,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
FOSGP.5T8.F500600700,EGY,2024,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EGY,2024,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,EGY,2025,Source,Data sources,Source: UIS Dynamic template
FOSGP.5T8.F500600700,ERI,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ERI,2000,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ERI,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ERI,2002,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ERI,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ERI,2003,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ERI,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ERI,2004,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ERI,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ERI,2016,Source,Data sources,Country's submission to UIS SFE Questionnaire C
FOSGP.5T8.F500600700,ESP,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2010,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2010,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2011,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2011,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2012,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2012,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2013,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2013,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2014,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2014,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2015,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2015,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2016,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2016,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2017,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2017,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2018,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2018,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2020,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2020,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2021,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2021,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2022,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2022,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,ESP,2023,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,ESP,2023,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2000,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2000,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2001,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2001,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2002,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2002,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2003,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2003,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2004,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2004,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2005,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2005,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2006,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2006,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2007,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2007,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2008,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2008,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2009,Data Status,Data reporting,NA
FOSGP.5T8.F500600700,EST,2009,Source,Data sources,Country's submission to UNESCO OECD Eurostat (UOE) joint data collection
FOSGP.5T8.F500600700,EST,2010,Data Status,Data reporting,NA
